Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
ETH,10/01/2016,0.976544,0.973215,0.992861,0.970597
ETH,11/01/2016,1.054485,0.976544,1.05909,0.972449
ETH,12/01/2016,1.066742,1.054485,1.078768,1.012254
ETH,13/01/2016,1.123385,1.066742,1.288044,1.066742
ETH,14/01/2016,1.137388,1.123385,1.139675,1.083075
ETH,15/01/2016,1.214603,1.137388,1.215854,1.107249
ETH,16/01/2016,1.218812,1.214603,1.343353,1.082295
ETH,17/01/2016,1.22759,1.218812,1.297121,1.1911
ETH,18/01/2016,1.404201,1.22759,1.438285,1.18799
ETH,19/01/2016,1.414796,1.404201,1.540125,1.323972
ETH,20/01/2016,1.381008,1.414796,1.454112,1.299002
ETH,21/01/2016,1.570498,1.381008,1.652462,1.381008
ETH,22/01/2016,1.507437,1.570498,1.570498,1.465341
ETH,23/01/2016,1.629212,1.507437,1.629212,1.4625
ETH,24/01/2016,2.198391,1.629212,2.198391,1.629212
ETH,25/01/2016,2.191263,2.198391,2.293048,1.973409
ETH,26/01/2016,2.671689,2.191263,2.696045,2.076299
ETH,27/01/2016,2.463335,2.671689,2.817105,1.888799
ETH,28/01/2016,2.363919,2.463335,2.556561,2.214356
ETH,29/01/2016,2.54387,2.363919,2.671283,2.35056
ETH,30/01/2016,2.540141,2.54387,2.603972,2.247311
ETH,31/01/2016,2.476824,2.540141,2.568787,2.404187
ETH,01/02/2016,2.19333,2.476824,2.481568,2.13273
ETH,02/02/2016,2.144291,2.19333,2.280566,2.129905
ETH,03/02/2016,2.35222,2.144291,2.410718,2.144291
ETH,04/02/2016,2.449304,2.35222,2.507402,2.261939
ETH,05/02/2016,2.54249,2.449304,2.600239,2.414962
ETH,06/02/2016,2.524713,2.54249,2.592808,2.466636
ETH,07/02/2016,2.568608,2.524713,2.578494,2.462215
ETH,08/02/2016,2.965984,2.568608,3.124505,2.541356
ETH,09/02/2016,3.171354,2.965984,3.277971,2.948889
ETH,10/02/2016,4.274951,3.171354,4.483882,3.171354
ETH,11/02/2016,4.471621,4.274951,4.869595,3.803507
ETH,12/02/2016,6.552829,4.471621,6.727325,4.403849
ETH,13/02/2016,5.329095,6.552829,6.662628,4.817316
ETH,14/02/2016,4.767885,5.329095,5.468156,4.129623
ETH,15/02/2016,5.741672,4.767885,5.749318,4.511514
ETH,16/02/2016,5.323951,5.741672,5.854743,5.030827
ETH,17/02/2016,4.399924,5.323951,5.386504,4.055746
ETH,18/02/2016,3.635079,4.399924,4.492942,3.394183
ETH,19/02/2016,4.73599,3.635079,4.790868,3.534948
ETH,20/02/2016,4.471239,4.73599,4.73599,4.292795
ETH,21/02/2016,4.243621,4.471239,4.630951,4.095023
ETH,22/02/2016,5.100212,4.243621,5.100212,4.205182
ETH,23/02/2016,5.772068,5.100212,5.87958,4.905603
ETH,24/02/2016,5.544,5.772068,5.896438,5.334111
ETH,25/02/2016,6.141016,5.544,6.412924,5.491126
ETH,26/02/2016,5.893572,6.141016,6.379571,5.536251
ETH,27/02/2016,6.026489,5.893572,6.222999,5.708412
ETH,28/02/2016,6.343376,6.026489,6.480027,5.917643
ETH,29/02/2016,6.558609,6.343376,6.603542,6.316752
ETH,01/03/2016,6.414685,6.558609,6.62485,6.0663
ETH,02/03/2016,7.552274,6.414685,7.7903,6.259414
ETH,03/03/2016,8.512542,7.552274,8.753417,7.340874
ETH,04/03/2016,8.569114,8.512542,10.064174,8.446535
ETH,05/03/2016,10.161934,8.569114,10.406512,8.469576
ETH,06/03/2016,11.30321,10.161934,12.156682,10.099562
ETH,07/03/2016,10.786501,11.30321,11.869579,10.050117
ETH,08/03/2016,8.773093,10.786501,11.164228,8.733004
ETH,09/03/2016,10.288869,8.773093,10.288869,8.773093
ETH,10/03/2016,12.111201,10.288869,12.111201,10.281667
ETH,11/03/2016,10.831474,12.111201,12.16754,10.575527
ETH,12/03/2016,12.772452,10.831474,13.311117,10.323604
ETH,13/03/2016,14.080665,12.772452,14.527403,12.658187
ETH,14/03/2016,12.828765,14.080665,15.105487,11.687056
ETH,15/03/2016,12.03913,12.828765,14.731549,11.925188
ETH,16/03/2016,13.150548,12.03913,13.515612,12.00254
ETH,17/03/2016,12.405536,13.150548,13.629068,12.173639
ETH,18/03/2016,11.021445,12.405536,12.500171,10.448852
ETH,19/03/2016,10.611342,11.021445,11.111342,8.511897
ETH,20/03/2016,10.694646,10.611342,11.081494,9.70275
ETH,21/03/2016,10.68432,10.694646,10.753122,9.602294
ETH,22/03/2016,11.548473,10.68432,11.845531,10.510642
ETH,23/03/2016,11.535684,11.548473,11.96977,11.16504
ETH,24/03/2016,11.88883,11.535684,12.48506,11.477477
ETH,25/03/2016,10.717539,11.88883,11.88883,10.717539
ETH,26/03/2016,10.95367,10.717539,11.207295,10.420351
ETH,27/03/2016,10.798301,10.95367,11.09617,10.522462
ETH,28/03/2016,11.298643,10.798301,11.405158,10.117634
ETH,29/03/2016,11.361113,11.298643,11.866071,10.975034
ETH,30/03/2016,11.620024,11.361113,11.829948,11.361113
ETH,31/03/2016,11.906417,11.620024,12.242354,11.569303
ETH,01/04/2016,11.657835,11.906417,12.072376,11.258348
ETH,02/04/2016,11.465972,11.657835,11.937927,11.4391
ETH,03/04/2016,11.537668,11.465972,11.711177,11.357694
ETH,04/04/2016,11.638093,11.537668,11.730796,11.51203
ETH,05/04/2016,10.865302,11.638093,11.660806,10.865302
ETH,06/04/2016,10.45508,10.865302,10.98031,10.146011
ETH,07/04/2016,10.660057,10.45508,10.95641,10.249638
ETH,08/04/2016,10.264577,10.660057,10.798314,9.916314
ETH,09/04/2016,9.960003,10.264577,10.287814,9.56444
ETH,10/04/2016,9.03829,9.960003,10.108846,9.017447
ETH,11/04/2016,8.809607,9.03829,9.145276,8.069102
ETH,12/04/2016,8.088833,8.809607,8.809607,7.991384
ETH,13/04/2016,7.098819,8.088833,8.257292,7.086085
ETH,14/04/2016,8.365123,7.098819,8.687793,7.052275
ETH,15/04/2016,8.35775,8.365123,8.813259,8.177832
ETH,16/04/2016,8.246231,8.35775,8.650184,8.15073
ETH,17/04/2016,9.132143,8.246231,9.236401,8.138192
ETH,18/04/2016,9.279722,9.132143,9.790249,8.75669
ETH,19/04/2016,9.096884,9.279722,9.406546,8.550345
ETH,20/04/2016,8.596728,9.096884,9.295079,8.590517
ETH,21/04/2016,8.483955,8.596728,8.864698,8.378617
ETH,22/04/2016,8.262633,8.483955,8.770343,8.071114
ETH,23/04/2016,7.88495,8.262633,8.350891,7.755802
ETH,24/04/2016,8.475849,7.88495,8.606058,7.770358
ETH,25/04/2016,8.061256,8.475849,8.501438,7.935982
ETH,26/04/2016,7.46844,8.061256,8.164664,7.350105
ETH,27/04/2016,7.444989,7.46844,7.554191,7.137418
ETH,28/04/2016,7.54001,7.444989,7.916069,7.348068
ETH,29/04/2016,7.462268,7.54001,7.594457,7.184365
ETH,30/04/2016,7.646307,7.462268,7.699311,7.35841
ETH,01/05/2016,8.684684,7.646307,9.287948,7.637419
ETH,02/05/2016,9.069084,8.684684,9.216859,8.389681
ETH,03/05/2016,9.818807,9.069084,10.240062,9.055753
ETH,04/05/2016,9.48813,9.818807,9.884768,9.225129
ETH,05/05/2016,9.4005,9.48813,9.969927,9.327124
ETH,06/05/2016,9.920161,9.4005,10.022513,9.315602
ETH,07/05/2016,9.320362,9.920161,9.929352,9.09309
ETH,08/05/2016,9.248766,9.320362,9.496099,9.186929
ETH,09/05/2016,9.398316,9.248766,9.604208,8.921974
ETH,10/05/2016,9.409434,9.398316,9.733177,9.217434
ETH,11/05/2016,9.482134,9.409434,9.574702,9.280704
ETH,12/05/2016,9.872727,9.482134,10.03562,9.46183
ETH,13/05/2016,10.386921,9.872727,10.546895,9.85822
ETH,14/05/2016,10.283427,10.386921,10.978498,10.154265
ETH,15/05/2016,10.418331,10.283427,10.418331,9.76322
ETH,16/05/2016,10.221577,10.418331,10.441014,9.939867
ETH,17/05/2016,11.300386,10.221577,11.436223,10.028363
ETH,18/05/2016,12.671507,11.300386,12.67272,11.245219
ETH,19/05/2016,13.309152,12.671507,14.107618,12.529635
ETH,20/05/2016,14.566127,13.309152,14.855365,13.286317
ETH,21/05/2016,13.095667,14.566127,14.814047,12.696077
ETH,22/05/2016,13.721357,13.095667,13.998631,13.095667
ETH,23/05/2016,14.153041,13.721357,14.273285,13.162687
ETH,24/05/2016,13.415642,14.153041,14.320454,13.156825
ETH,25/05/2016,12.531584,13.415642,13.737555,12.024345
ETH,26/05/2016,12.8516,12.531584,12.8516,11.645415
ETH,27/05/2016,11.297005,12.8516,12.8516,11.194198
ETH,28/05/2016,10.602814,11.297005,11.769244,10.310073
ETH,29/05/2016,11.973384,10.602814,12.292218,10.391192
ETH,30/05/2016,12.302019,11.973384,12.492416,11.658172
ETH,31/05/2016,12.696851,12.302019,12.836598,12.209677
ETH,01/06/2016,13.89002,12.696851,14.266257,12.598474
ETH,02/06/2016,13.630606,13.89002,14.19318,13.315896
ETH,03/06/2016,13.826359,13.630606,14.056837,13.531775
ETH,04/06/2016,13.619672,13.826359,13.891786,13.314071
ETH,05/06/2016,13.637499,13.619672,14.071676,13.520225
ETH,06/06/2016,13.753011,13.637499,14.092636,13.594219
ETH,07/06/2016,13.943334,13.753011,14.067844,13.646573
ETH,08/06/2016,14.655687,13.943334,14.817376,13.804021
ETH,09/06/2016,14.466797,14.655687,14.780898,14.242019
ETH,10/06/2016,14.200965,14.466797,14.623372,14.182128
ETH,11/06/2016,13.8645,14.200965,14.360574,13.774487
ETH,12/06/2016,14.301974,13.8645,14.348481,13.713553
ETH,13/06/2016,15.441725,14.301974,15.674757,14.096991
ETH,14/06/2016,17.99626,15.441725,17.99626,15.441725
ETH,15/06/2016,18.396721,17.99626,19.026443,15.482221
ETH,16/06/2016,18.661962,18.396721,18.776615,17.471641
ETH,17/06/2016,21.2794,18.661962,21.2794,18.437552
ETH,18/06/2016,14.262145,21.2794,21.371932,13.475022
ETH,19/06/2016,12.721143,14.262145,14.431359,9.813441
ETH,20/06/2016,12.250261,12.721143,13.182042,11.655573
ETH,21/06/2016,11.174118,12.250261,12.250261,10.552819
ETH,22/06/2016,14.95764,11.174118,14.95764,11.174118
ETH,23/06/2016,13.107161,14.95764,15.825651,13.010636
ETH,24/06/2016,13.665296,13.107161,14.018602,12.546181
ETH,25/06/2016,14.569529,13.665296,14.677659,13.483163
ETH,26/06/2016,14.209372,14.569529,14.630463,14.00275
ETH,27/06/2016,13.931138,14.209372,14.254505,13.601123
ETH,28/06/2016,13.886,13.931138,14.124331,13.745781
ETH,29/06/2016,11.915406,13.886,13.886,11.608687
ETH,30/06/2016,12.494312,11.915406,13.040646,11.742016
ETH,01/07/2016,12.374262,12.494312,12.771581,12.277169
ETH,02/07/2016,12.179126,12.374262,12.466715,11.77184
ETH,03/07/2016,12.086667,12.179126,12.19652,11.912585
ETH,04/07/2016,11.78207,12.086667,12.130985,11.545934
ETH,05/07/2016,11.359705,11.78207,11.91857,11.176726
ETH,06/07/2016,10.326753,11.359705,11.359705,9.516475
ETH,07/07/2016,10.13188,10.326753,11.068288,10.13188
ETH,08/07/2016,10.048061,10.13188,10.156855,9.616186
ETH,09/07/2016,10.901109,10.048061,11.489143,9.918611
ETH,10/07/2016,10.823896,10.901109,11.090104,10.641815
ETH,11/07/2016,11.047635,10.823896,11.059526,10.753827
ETH,12/07/2016,10.457758,11.047635,11.070943,10.275408
ETH,13/07/2016,10.515661,10.457758,10.80132,10.42856
ETH,14/07/2016,10.881305,10.515661,11.141984,10.435868
ETH,15/07/2016,11.885718,10.881305,11.913519,10.825968
ETH,16/07/2016,11.951451,11.885718,12.420725,11.704235
ETH,17/07/2016,11.561825,11.951451,11.990208,11.500205
ETH,18/07/2016,11.411313,11.561825,11.589526,11.026217
ETH,19/07/2016,11.139944,11.411313,11.693156,11.005692
ETH,20/07/2016,11.735039,11.139944,12.05845,11.083709
ETH,21/07/2016,12.376475,11.735039,12.906663,11.637433
ETH,22/07/2016,12.553567,12.376475,12.747616,12.056129
ETH,23/07/2016,14.502578,12.553567,14.873992,12.553567
ETH,24/07/2016,14.190763,14.502578,14.656297,14.021562
ETH,25/07/2016,13.385314,14.190763,14.42046,12.311137
ETH,26/07/2016,13.618806,13.385314,13.870778,13.120835
ETH,27/07/2016,12.393433,13.618806,13.796733,11.795393
ETH,28/07/2016,12.844266,12.393433,13.327196,12.136261
ETH,29/07/2016,12.73773,12.844266,13.032273,12.510595
ETH,30/07/2016,12.733222,12.73773,12.945771,12.555962
ETH,31/07/2016,12.377607,12.733222,12.79846,12.242184
ETH,01/08/2016,11.78049,12.377607,12.535916,11.480091
ETH,02/08/2016,10.646814,11.78049,11.838278,10.578663
ETH,03/08/2016,9.429077,10.646814,10.741179,7.296161
ETH,04/08/2016,10.563403,9.429077,10.624394,9.025369
ETH,05/08/2016,10.900653,10.563403,11.487268,10.340147
ETH,06/08/2016,10.793019,10.900653,11.155046,10.709488
ETH,07/08/2016,10.904812,10.793019,10.96482,10.19097
ETH,08/08/2016,11.134518,10.904812,11.312444,10.840259
ETH,09/08/2016,11.367989,11.134518,11.407472,10.989387
ETH,10/08/2016,12.579432,11.367989,12.796428,11.297791
ETH,11/08/2016,12.098701,12.579432,12.839572,12.027246
ETH,12/08/2016,11.651671,12.098701,12.129859,11.624675
ETH,13/08/2016,11.759793,11.651671,12.151235,11.651671
ETH,14/08/2016,11.533494,11.759793,11.808803,11.461698
ETH,15/08/2016,11.250161,11.533494,11.700382,11.041044
ETH,16/08/2016,11.082952,11.250161,11.308925,10.949114
ETH,17/08/2016,11.021117,11.082952,11.222874,10.96074
ETH,18/08/2016,10.836692,11.021117,11.10871,10.69269
ETH,19/08/2016,10.723738,10.836692,10.991685,10.661688
ETH,20/08/2016,10.974623,10.723738,10.998819,10.658175
ETH,21/08/2016,11.117599,10.974623,11.347875,10.917412
ETH,22/08/2016,11.168643,11.117599,11.27453,10.99796
ETH,23/08/2016,11.244944,11.168643,11.388122,11.065119
ETH,24/08/2016,11.101393,11.244944,11.279951,10.898388
ETH,25/08/2016,11.11745,11.101393,11.163926,10.980487
ETH,26/08/2016,11.427117,11.11745,11.451663,11.095646
ETH,27/08/2016,11.191805,11.427117,11.471034,11.147091
ETH,28/08/2016,11.077814,11.191805,11.272103,11.040686
ETH,29/08/2016,10.836503,11.077814,11.141317,10.824817
ETH,30/08/2016,11.053865,10.836503,11.148444,10.831168
ETH,31/08/2016,11.218456,11.053865,11.332084,10.959657
ETH,01/09/2016,12.080199,11.218456,12.080199,11.174337
ETH,02/09/2016,12.086755,12.080199,12.652136,11.90796
ETH,03/09/2016,12.334285,12.086755,12.485157,11.895051
ETH,04/09/2016,11.722517,12.334285,12.374577,11.594317
ETH,05/09/2016,11.809063,11.722517,11.895233,11.587486
ETH,06/09/2016,11.685958,11.809063,11.881826,11.607342
ETH,07/09/2016,11.705249,11.685958,11.83281,11.537908
ETH,08/09/2016,11.612994,11.705249,11.791357,11.583064
ETH,09/09/2016,11.567017,11.612994,11.848444,11.32989
ETH,10/09/2016,11.76883,11.567017,11.815938,11.503552
ETH,11/09/2016,12.171771,11.76883,12.291963,11.580692
ETH,12/09/2016,11.779397,12.171771,12.171771,11.620614
ETH,13/09/2016,12.017102,11.779397,12.142141,11.729836
ETH,14/09/2016,12.034831,12.017102,12.185265,11.966581
ETH,15/09/2016,12.137046,12.034831,12.139394,11.858917
ETH,16/09/2016,11.981109,12.137046,12.207869,11.953814
ETH,17/09/2016,12.523064,11.981109,12.811335,11.971451
ETH,18/09/2016,12.739668,12.523064,12.836547,12.497738
ETH,19/09/2016,12.820767,12.739668,13.060736,12.221537
ETH,20/09/2016,13.433515,12.820767,13.513345,12.772507
ETH,21/09/2016,14.243642,13.433515,14.43947,13.32633
ETH,22/09/2016,13.41168,14.243642,14.289976,13.166628
ETH,23/09/2016,13.143369,13.41168,13.41168,12.499599
ETH,24/09/2016,13.198914,13.143369,13.476304,13.107776
ETH,25/09/2016,13.069967,13.198914,13.299415,12.743252
ETH,26/09/2016,12.8951,13.069967,13.194911,12.876729
ETH,27/09/2016,12.95477,12.8951,12.99736,12.782848
ETH,28/09/2016,13.43472,12.95477,13.485701,12.938666
ETH,29/09/2016,13.261939,13.43472,13.455422,13.178539
ETH,30/09/2016,13.042521,13.261939,13.26798,13.011786
ETH,01/10/2016,13.166937,13.042521,13.378254,13.030857
ETH,02/10/2016,13.164201,13.166937,13.329332,13.052825
ETH,03/10/2016,13.168065,13.164201,13.299226,13.1297
ETH,04/10/2016,13.456315,13.168065,13.549699,13.150655
ETH,05/10/2016,13.278997,13.456315,13.511857,13.207746
ETH,06/10/2016,13.095678,13.278997,13.362147,12.963084
ETH,07/10/2016,12.947742,13.095678,13.125691,12.73446
ETH,08/10/2016,12.641213,12.947742,12.992007,12.57274
ETH,09/10/2016,12.254665,12.641213,12.718433,12.059331
ETH,10/10/2016,11.951233,12.254665,12.394357,11.929703
ETH,11/10/2016,12.135368,11.951233,12.135368,11.621834
ETH,12/10/2016,11.74605,12.135368,12.234807,11.73164
ETH,13/10/2016,11.74605,11.74605,11.74605,11.74605
ETH,14/10/2016,11.74605,11.74605,11.74605,11.74605
ETH,15/10/2016,11.74605,11.74605,11.74605,11.74605
ETH,16/10/2016,11.74605,11.74605,11.74605,11.74605
ETH,17/10/2016,11.74605,11.74605,11.74605,11.74605
ETH,18/10/2016,11.74605,11.74605,11.74605,11.74605
ETH,19/10/2016,11.74605,11.74605,11.74605,11.74605
ETH,20/10/2016,11.74605,11.74605,11.74605,11.74605
ETH,21/10/2016,11.74605,11.74605,11.74605,11.74605
ETH,22/10/2016,11.74605,11.74605,11.74605,11.74605
ETH,23/10/2016,11.74605,11.74605,11.74605,11.74605
ETH,24/10/2016,11.74605,11.74605,11.74605,11.74605
ETH,25/10/2016,11.7933,11.74605,12.052596,11.74605
ETH,26/10/2016,11.519947,11.7933,11.81904,11.155683
ETH,27/10/2016,11.449855,11.519947,11.702124,11.326968
ETH,28/10/2016,11.545675,11.449855,11.600258,11.254618
ETH,29/10/2016,11.173315,11.545675,11.559103,10.954144
ETH,30/10/2016,10.53241,11.173315,11.217423,9.596391
ETH,31/10/2016,11.436444,10.53241,11.488986,10.327428
ETH,01/11/2016,10.675513,11.436444,11.436444,10.675513
ETH,02/11/2016,10.945551,10.675513,11.176957,10.393998
ETH,03/11/2016,10.842992,10.945551,11.244765,10.741093
ETH,04/11/2016,10.961917,10.842992,11.154254,10.819504
ETH,05/11/2016,11.017137,10.961917,11.232234,10.892181
ETH,06/11/2016,11.16351,11.017137,11.217157,10.957649
ETH,07/11/2016,10.967567,11.16351,11.220762,10.883521
ETH,08/11/2016,10.954777,10.967567,10.992399,10.834372
ETH,09/11/2016,10.461869,10.954777,10.957221,10.265133
ETH,10/11/2016,10.667821,10.461869,10.792037,10.328354
ETH,11/11/2016,10.435038,10.667821,10.700645,10.408232
ETH,12/11/2016,10.137763,10.435038,10.548486,10.108929
ETH,13/11/2016,10.118149,10.137763,10.39217,9.701741
ETH,14/11/2016,10.190739,10.118149,10.242183,9.928739
ETH,15/11/2016,9.899728,10.190739,10.190739,9.82965
ETH,16/11/2016,10.286643,9.899728,10.353018,9.889902
ETH,17/11/2016,10.043273,10.286643,10.345703,9.883454
ETH,18/11/2016,9.966889,10.043273,10.190974,9.862833
ETH,19/11/2016,9.660631,9.966889,9.982706,9.466756
ETH,20/11/2016,9.629214,9.660631,9.77834,9.572319
ETH,21/11/2016,9.60881,9.629214,9.680744,9.519424
ETH,22/11/2016,9.868597,9.60881,9.995708,9.523688
ETH,23/11/2016,9.776321,9.868597,10.210819,9.563599
ETH,24/11/2016,9.729471,9.776321,9.91712,9.692757
ETH,25/11/2016,9.28811,9.729471,9.729471,8.767927
